ENTREZ_GENE_ID,INCHIKEY_DESALT,CANONICAL_SMILES_DESALT,RESULT_VALUE_min,dataset,PDB_CODE,PKL,pair,cv1|cvset,cv1|tthresh,cv1|cthresh,cv1|source,cv2|cvset,cv2|tthresh,cv2|cthresh,cv2|source,cv3|cvset,cv3|tthresh,cv3|cthresh,cv3|source,cv4|cvset,cv4|tthresh,cv4|cthresh,cv4|source,cv5|cvset,cv5|tthresh,cv5|cthresh,cv5|source,status,metal_lgd,ligand,hdf_id
P62508,2p7g,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,-1.2203700992868447,PDBBIND,2p7g,False,P62508|2p7g,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(2OH),P62508|2p7g
5566,KDKUVYLMPJIGKA-UHFFFAOYSA-N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,-1.2203700992868447,PDBBIND,3ama,True,5566|KDKUVYLMPJIGKA-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SKE),5566|3ama
P58154,3wtj,N#C/N=C/1\SCCN1Cc1ccc(nc1)Cl,-1.2203700992868447,PDBBIND,3wtj,False,P58154|3wtj,,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(TH4),P58154|3wtj
P58154,3wtk,N#C/N=C/1\SCCN1Cc1ccc(nc1)Cl,-1.2203700992868447,PDBBIND,3wtk,False,P58154|3wtk,,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(TH4),P58154|3wtk
O67854,4mmf,Clc1ccc(cc1)[C@@]1(O)c2ccccc2C2=[N]1CCN2,-1.2203700992868447,PDBBIND,4mmf,False,O67854|4mmf,training,,,,,,,,training,,,,,,,,training,,,,desalted,0.0,(29Q),O67854|4mmf
P23639,4qvl,CC(C[C@@H](B(O)O)NC(=O)[C@@H](NC(=O)c1cnccn1)Cc1ccccc1)C,-1.2203700992868447,PDBBIND,4qvl,False,P23639|4qvl,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(BO2),P23639|4qvl
P30405,5a0e,CC[C@@H]1NC(=O)[C@H]([C@@H]([C@@H](C/C=C/CCCN2CC=Cc3c2cccc3)C)O)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@]2(C)ON2C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C1=O)C)C)CC(C)C)C(C)C)C)CC(C)C)C,-1.2203700992868447,PDBBIND,5a0e,False,P30405|5a0e,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(11-mer),P30405|5a0e
P34913,5alm,CSc1ccc(cc1)O[C@]1(C)CC[N@H+](C1)CC1CC1,-1.2203700992868447,PDBBIND,5alm,False,P34913|5alm,,,,,,,,,validation,random,0.6,PDBBIND,validation,random,0.6,PDBBIND,,,,,protein,0.0,(7GM),P34913|5alm
P00734,1d3q,C1CC[NH+](C1)CCOc1ccc(cc1)Cc1c(sc2c1cccc2)c1ccc(cc1)OCC[NH+]1CCCC1,-1.2433959502167848,PDBBIND,1d3q,False,P00734|1d3q,training,,,,,,,,,,,,training,,,,,,,,protein,0.0,(BT2),P00734|1d3q
P04036,1drv,O[C@@H]1[C@H](O)[C@H](O[C@H]1N1C=CCC(=C1)C(=O)C)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O,-1.2433959502167848,PDBBIND,1drv,False,P04036|1drv,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(A3D),P04036|1drv
P33247,1h39,C=CC[N@H+](CCCCCCOc1ccc2c(c1)n(C)nc2c1ccc(cc1)Br)C,-1.2433959502167848,PDBBIND,1h39,False,P33247|1h39,test,0,0.2,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(R03),P33247|1h39
P04818,1hvy,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(s1)N(Cc1ccc2c(c1)c(=O)[nH]c(n2)C)C,-1.2433959502167848,PDBBIND,1hvy,False,P04818|1hvy,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(D16),P04818|1hvy
P00760,1o3l,OC(=O)Cc1cc(Br)c(c(c1)c1cc2c([nH]1)ccc(c2)C(N)N)O,-1.2433959502167848,PDBBIND,1o3l,False,P00760|1o3l,training,,,,,,,,validation,random,0.2,PDBBIND,,,,,,,,,desalted,0.0,(678),P00760|1o3l
1017,LUCORKWTQSQFFU-UHFFFAOYSA-N,O=C(c1ccccc1)Nc1cc([nH]n1)C1CC1,-1.2433959502167848,PDBBIND,1vyz,True,1017|LUCORKWTQSQFFU-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,test,random,0.4,docked,protein,0.0,(N5B),1017|1vyz
Q70I53,1zz3,O=NC(=O)CCC1CCCC1,-1.2433959502167848,PDBBIND,1zz3,False,Q70I53|1zz3,validation,random,0.2,PDBBIND,test,0,0.4,PDBBIND,training,,,,training,,,,validation,10,0.4,PDBBIND,desalted,0.0,(3YP),Q70I53|1zz3
P0AE18,2evc,OC(=O)c1ccc(o1)c1ccccc1C(F)(F)F,-1.2433959502167848,PDBBIND,2evc,False,P0AE18|2evc,training,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(FC3),P0AE18|2evc
Q43088,2h21,C[S@](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)[NH3+],-1.2433959502167848,PDBBIND,2h21,False,Q43088|2h21,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SAM),Q43088|2h21
Q9HYN5,2jdk,OC[C@H]1O[C@@H](n2nnc(c2)C(=O)OC)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O)O)NC(=O)C,-1.2433959502167848,PDBBIND,2jdk,False,Q9HYN5|2jdk,training,,,,training,,,,validation,0,0.4,PDBBIND,,,,,,,,,desalted,0.0,(3-mer),Q9HYN5|2jdk
P00760,2zfs,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCCCC1)NCc1ccc(cc1)C(N)N,-1.2433959502167848,PDBBIND,2zfs,False,P00760|2zfs,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(12U),P00760|2zfs
P00760,2zhd,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCCCC1)NCc1ccc(cc1)C(N)N,-1.2433959502167848,PDBBIND,2zhd,False,P00760|2zhd,training,,,,,,,,training,,,,,,,,,,,,protein,0.0,(12U),P00760|2zhd
P39086,2zns,OC(=O)CC[C@@H](C(=O)O)[NH3+],-1.2433959502167848,PDBBIND,2zns,False,P39086|2zns,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GLU),P39086|2zns
Q9UNA0,3b8z,ONC(=O)C1(CCOCC1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(F)(F)F,-1.2433959502167848,PDBBIND,3b8z,False,Q9UNA0|3b8z,training,,,,training,,,,training,,,,,,,,,,,,desalted,0.0,(294),Q9UNA0|3b8z
P07900,3d0b,COCCNc1cc(ccc1C(=O)N)n1c2ccccc2c2c1CCCC2=O,-1.2433959502167848,PDBBIND,3d0b,False,P07900|3d0b,training,,,,,,,,training,,,,,,,,validation,0,0.6,PDBBIND,protein,0.0,(SNX),P07900|3d0b
P08559,3exf,Cc1ncc(c(n1)N)Cn1csc(c1C)CCOP(OP(O)(O)O)(O)O,-1.2433959502167848,PDBBIND,3exf,False,P08559|3exf,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(TPP),P08559|3exf
P39086,3fuz,OC(=O)CC[C@@H](C(=O)O)[NH3+],-1.2433959502167848,PDBBIND,3fuz,False,P39086|3fuz,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GLU),P39086|3fuz
Q08499,3g4k,COc1ccc(cc1OC1CCCC1)[C@@H]1CNC(=O)C1,-1.2433959502167848,PDBBIND,3g4k,False,Q08499|3g4k,training,,,,training,,,,,,,,training,,,,training,,,,desalted,0.0,(ROL),Q08499|3g4k
P19801,3hii,NC(c1ccc(cc1)OCCCCCOc1ccc(cc1)C(N)N)N,-1.2433959502167848,PDBBIND,3hii,False,P19801|3hii,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(PNT),P19801|3hii
1111,YZMKNNITNHTADN-UHFFFAOYSA-N,O=C(Nc1cccc2c1cccc2)NNC(=O)c1ccc(c(c1)N(=O)=O)C(C)(C)C,-1.2433959502167848,PDBBIND,3jvs,True,1111|YZMKNNITNHTADN-UHFFFAOYSA-N,test,random,0.4,docked,training,,,,training,,,,training,,,,training,,,,protein,0.0,(AGY),1111|3jvs
P62993,3mxc,[NH3+]CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC)[C@H](O)C)CC(=O)N)CCC(=O)O)Cc1ccc(cc1)OP(O)(O)O,-1.2433959502167848,PDBBIND,3mxc,False,P62993|3mxc,training,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(9-mer),P62993|3mxc
695,NHHQJBCNYHBUSI-UHFFFAOYSA-N,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,-1.2433959502167848,PDBBIND,3piy,True,695|NHHQJBCNYHBUSI-UHFFFAOYSA-N,training,,,,,,,,,,,,,,,,training,,,,protein,0.0,(585),695|3piy
P21146,3pvu,O=C(c1cccc(c1)NCc1nnc(n1C)c1ccncc1)NCc1ccccc1C(F)(F)F,-1.2433959502167848,PDBBIND,3pvu,False,P21146|3pvu,training,,,,training,,,,validation,0,0.2,PDBBIND,,,,,training,,,,protein,0.0,(QRW),P21146|3pvu
Q08499,3sl8,CCOC(=O)N1CCc2c(C1)sc(c2C(=O)OC1CCCC1)NC(=O)Cc1cccs1,-1.2433959502167848,PDBBIND,3sl8,False,Q08499|3sl8,training,,,,training,,,,,,,,training,,,,training,,,,desalted,0.0,(JN7),Q08499|3sl8
Q8TEK3,3sr4,CNc1ncnc2c1ncn2[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CSCC[C@@H](C(=O)O)[NH3+],-1.2433959502167848,PDBBIND,3sr4,False,Q8TEK3|3sr4,,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(TT8),Q8TEK3|3sr4
P37231,4a4v,CCCCCc1cc(OC)c(c(c1C(=O)O)O)CC=C(C)C,-1.2433959502167848,PDBBIND,4a4v,False,P37231|4a4v,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(YFD),P37231|4a4v
P05121,4aqh,O=C(N1CC(C1)Nc1[nH]c2ncccc2c(=O)[nH+]1)OC(C)(C)C,-1.2433959502167848,PDBBIND,4aqh,False,P05121|4aqh,,,,,validation,0,0.4,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(TB7),P05121|4aqh
Q16853,4btx,CC(Nc1cc(=O)n(nc1c1nnc[nH]1)c1ccccc1)C,-1.2433959502167848,PDBBIND,4btx,False,Q16853|4btx,test,10,0.4,PDBBIND,training,,,,,,,,,,,,test,10,0.6,PDBBIND,desalted,0.0,(WF8),Q16853|4btx
O43570,4ht2,Cc1cc(C)nc(n1)Sc1c(F)c(F)c(c(c1F)F)S(=O)(=O)N,-1.2433959502167848,PDBBIND,4ht2,False,O43570|4ht2,training,,,,training,,,,training,,,,validation,random,0.4,PDBBIND,training,,,,desalted,0.0,(V50),O43570|4ht2
P28720,4leq,CO[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CCc1c2nc([nH]c2cc2c1[nH+]c(N)[nH]c2=O)NC,-1.2433959502167848,PDBBIND,4leq,False,P28720|4leq,training,,,,training,,,,,,,,training,,,,,,,,desalted,0.0,(1WK),P28720|4leq
Q96EP0,4p0b,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccc(cc1)O)NC(=O)[C@H](CC(=O)O)[NH3+],-1.2433959502167848,PDBBIND,4p0b,False,Q96EP0|4p0b,training,,,,training,,,,training,,,,training,,,,validation,10,0.2,PDBBIND,protein,0.0,(10-mer),Q96EP0|4p0b
Q9EQY0,4pl3,COCCOCCc1c(=O)oc2c(c1C)cc(c(c2C)O)OC,-1.2433959502167848,PDBBIND,4pl3,False,Q9EQY0|4pl3,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(31J),Q9EQY0|4pl3
23476,4ps5,Cc1cnc(nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C)Nc1ccc(cc1)OCC[NH+]1CCCC1,-1.2433959502167848,PDBBIND,4ps5,False,23476|4ps5,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(2TA),23476|4ps5
Q9CPU0,4pv5,O=C1C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@]2([C@]2([C@H]1[C@@]1(C)CC[C@@H](C([C@@H]1CC2)(C)C)O)C)C)C(=O)O,-1.2433959502167848,PDBBIND,4pv5,False,Q9CPU0|4pv5,training,,,,,,,,training,,,,training,,,,,,,,desalted,0.0,(CBW),Q9CPU0|4pv5
P05050,4rfr,OC(=O)c1cc(O)c2c(c1)c(O)c1c(c2O)c(O)ccc1,-1.2433959502167848,PDBBIND,4rfr,False,P05050|4rfr,training,,,,training,,,,training,,,,training,,,,,,,,desalted,0.0,(RHN),P05050|4rfr
Q03555,4u90,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CS)Cc1ccc(cc1)O)[C@H](O)C)[C@H](O)C)C(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)[NH3+])CC(=O)N)C,-1.2433959502167848,PDBBIND,4u90,False,Q03555|4u90,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(10-mer),Q03555|4u90
D6E1Y1,4uac,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1C[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,-1.2433959502167848,PDBBIND,4uac,False,D6E1Y1|4uac,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(ACR),D6E1Y1|4uac
Q6DHI5,4uu8,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)O)C(C)C)Cc1ccc(cc1)O)CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)c1ccccc1)CC(C)C,-1.2433959502167848,PDBBIND,4uu8,False,Q6DHI5|4uu8,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(9-mer),Q6DHI5|4uu8
Q15370,4w9k,O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)C)C(=O)NCc1ccc(cc1)c1scnc1C,-1.2433959502167848,PDBBIND,4w9k,False,Q15370|4w9k,training,,,,training,,,,,,,,,,,,training,,,,desalted,0.0,(3JO),Q15370|4w9k
Q14U76,5cfa,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)CO)[C@H](O)C)CO)CO)[C@H](O)C)Cc1ccccc1)CCC(=O)N)NC(=O)[C@@H]([NH3+])C,-1.2433959502167848,PDBBIND,5cfa,False,Q14U76|5cfa,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(15-mer),Q14U76|5cfa
1457,KAIWWTMLTRXFON-UHFFFAOYSA-O,[NH3+]CCCCn1nnc(c1)CCn1nc2c(n1)c(Br)c(c(c2Br)Br)Br,-1.2433959502167848,PDBBIND,5cqu,True,1457|KAIWWTMLTRXFON-UHFFFAOYSA-O,training,,,,test,10,0.2,docked,test,0,0.6,docked,training,,,,test,10,0.6,docked,protein,0.0,(JRJ),1457|5cqu
------,5hk9,CCC(=O)Nc1cc(Cl)c(c(c1)Cl)Oc1ccc(c(c1)c1ccc(cc1)NC(=O)N)O,-1.2433959502167848,PDBBIND,5hk9,False,------|5hk9,training,,,,training,,,,,,,,,,,,,,,,protein,0.0,(64O),------|5hk9
Q9BYW2,5lsy,CC(C[NH2+][C@H](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@H](C(=O)O)[NH3+])C,-1.2433959502167848,PDBBIND,5lsy,False,Q9BYW2|5lsy,training,,,,training,,,,training,,,,training,,,,,,,,desalted,0.0,(76M),Q9BYW2|5lsy
Q9BE39,5n69,COC(=O)N1CC[NH+](CC1)C[C@H]1CCC[C@@H]([C@@H]1F)[NH2+][C@@H]([NH2+][C@H]1CCC(=NC1)C)O,-1.2433959502167848,PDBBIND,5n69,False,Q9BE39|5n69,validation,10,0.6,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(2OW),Q9BE39|5n69
P0ABQ4,1dhj,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-1.2664218011467248,PDBBIND,1dhj,False,P0ABQ4|1dhj,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(MTX),P0ABQ4|1dhj
P33247,1h3a,C=CC[N@H+](C/C=C/COc1cc2n(C)nc(c2cc1F)c1ccc(cc1)Br)C,-1.2664218011467248,PDBBIND,1h3a,False,P33247|1h3a,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(R04),P33247|1h3a
P05413,1hmr,CCCCCCCCCCCCCCCCCC(=O)O,-1.2664218011467248,PDBBIND,1hmr,False,P05413|1hmr,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(ELA),P05413|1hmr
O85361,1hp5,OC[C@H]1O[C@@H]2SC(=N[C@@H]2[C@H]([C@@H]1O)O)C,-1.2664218011467248,PDBBIND,1hp5,False,O85361|1hp5,training,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(NGT),O85361|1hp5
P45446,1n4h,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,-1.2664218011467248,PDBBIND,1n4h,False,P45446|1n4h,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(REA),P45446|1n4h
5347,WLPDOYXBERNAJQ-IIWZJXAKSA-O,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CC(C)C)[C@H](OP(O)(O)O)C)CO)CCC(=O)N)[NH3+],-1.2664218011467248,PDBBIND,1q4k,True,5347|WLPDOYXBERNAJQ-IIWZJXAKSA-O,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(6-mer),5347|1q4k
5347,QOHWXDSXQQWSDW-AHBMLCCKSA-O,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CC(C)C)[C@H](OP(O)(O)O)C)CO)CCC(=O)N)NC(=O)[C@H]1[NH2+]CCC1,-1.2664218011467248,PDBBIND,1umw,True,5347|QOHWXDSXQQWSDW-AHBMLCCKSA-O,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(7-mer),5347|1umw
P07900,1yc4,CCc1cc(c(cc1O)O)c1[nH]ncc1c1c[nH]cn1,-1.2664218011467248,PDBBIND,1yc4,False,P07900|1yc4,validation,random,0.4,PDBBIND,,,,,training,,,,test,10,0.6,PDBBIND,,,,,protein,0.0,(43P),P07900|1yc4
P00918,1yda,CC(=O)Nc1nnc(s1)S(=O)(=O)N,-1.2664218011467248,PDBBIND,1yda,False,P00918|1yda,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(AZM),P00918|1yda
P00742,2bok,O=C1N(CCC[N+](C)(C)C)C(=O)[C@@H]2[C@H]1[C@H](c1ccc(cc1)C(N)N)[N@@H+]1[C@H]2CCC1,-1.2664218011467248,PDBBIND,2bok,False,P00742|2bok,training,,,,test,random,0.4,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(784),P00742|2bok
Q28372,2fgh,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,-1.2664218011467248,PDBBIND,2fgh,False,Q28372|2fgh,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(ATP),Q28372|2fgh
P19491,2i3v,OC(=O)CC[C@@H](C(=O)O)[NH3+],-1.2664218011467248,PDBBIND,2i3v,False,P19491|2i3v,training,,,,,,,,training,,,,,,,,training,,,,desalted,0.0,(GLU),P19491|2i3v
P62158,2n27,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,-1.2664218011467248,PDBBIND,2n27,False,P62158|2n27,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(4DY),P62158|2n27
P00517,2uw6,[NH3+]C[C@H](c1ccc(cc1)Cl)c1ccc(cc1)c1c[nH]nc1,-1.2664218011467248,PDBBIND,2uw6,False,P00517|2uw6,,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(GVO),P00517|2uw6
P42260,2xxr,OC(=O)CC[C@@H](C(=O)O)[NH3+],-1.2664218011467248,PDBBIND,2xxr,False,P42260|2xxr,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(GLU),P42260|2xxr
P09960,3cho,[NH3+]CC(=O)Nc1ccc(cc1)OCc1ccccc1,-1.2664218011467248,PDBBIND,3cho,False,P09960|3cho,training,,,,training,,,,training,,,,,,,,training,,,,desalted,0.0,(4BG),P09960|3cho
Q1W640,3s0e,C=CCc1ccc(c(c1)OC)O,-1.2664218011467248,PDBBIND,3s0e,False,Q1W640|3s0e,training,,,,training,,,,validation,10,0.4,PDBBIND,training,,,,training,,,,protein,0.0,(EOL),Q1W640|3s0e
23476,4clb,C[NH2+]Cc1ccc(cc1)c1ccc2c(c1)[C@H](NC(=O)OC(C)C)C[C@@H](N2C(=O)C)C,-1.2664218011467248,PDBBIND,4clb,False,23476|4clb,training,,,,training,,,,training,,,,training,,,,test,10,0.2,PDBBIND,protein,0.0,(83T),23476|4clb
P56817,4frj,COc1ccc2c(c1)[C@]1(COC(=N)N1)c1c(O2)ccc(c1)c1cc(Cl)ccc1F,-1.2664218011467248,PDBBIND,4frj,False,P56817|4frj,test,random,0.4,PDBBIND,,,,,,,,,validation,random,0.4,PDBBIND,training,,,,protein,0.0,(DWB),P56817|4frj
Q9H2K2,4iue,Fc1ccccc1c1ccc2c(c1)[nH]c(=O)cc2C,-1.2664218011467248,PDBBIND,4iue,False,Q9H2K2|4iue,training,,,,,,,,training,,,,training,,,,,,,,desalted,0.0,(AJ4),Q9H2K2|4iue
P68135,4k42,O=CN(/C=C/[C@H]([C@H]([C@H](C(=O)CC[C@@H]([C@H]([C@@H]([C@H](OC(=O)CC)CCOCc1ccccc1)C)O)C)C)OC(=O)C)C)C,-1.2664218011467248,PDBBIND,4k42,False,P68135|4k42,training,,,,training,,,,training,,,,training,,,,validation,10,0.4,PDBBIND,protein,0.0,(NWM),P68135|4k42
P02753,4o9s,O=C(N1CCN(CC1)c1ncnc2c1c1CCCc1s2)Cc1ccccc1C(F)(F)F,-1.2664218011467248,PDBBIND,4o9s,False,P02753|4o9s,validation,0,0.4,PDBBIND,,,,,training,,,,validation,0,0.6,PDBBIND,training,,,,protein,0.0,(2RY),P02753|4o9s
O00255,4og3,N#Cc1ccc(cc1)OCCC[N@@H+]1CC[C@H](CC1)[C@@](c1ccccc1)(C1CCCC1)O,-1.2664218011467248,PDBBIND,4og3,False,O00255|4og3,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(2S6),O00255|4og3
5594,PSBXDBLDXUYIFG-UHFFFAOYSA-N,c1ccc(cn1)c1c[nH]c2c1nc(cn2)c1c[nH]nc1,-1.2664218011467248,PDBBIND,4qp8,True,5594|PSBXDBLDXUYIFG-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,test,random,0.4,docked,protein,0.0,(362),5594|4qp8
Q9H2K2,4tkf,O=C1N(c2ccc(cc2)C(=O)Nc2cccc3c2nccc3)C(=O)[C@@H]2[C@H]1[C@@H]1C=C[C@H]2C1,-1.2664218011467248,PDBBIND,4tkf,False,Q9H2K2|4tkf,training,,,,,,,,training,,,,training,,,,,,,,desalted,0.0,(33C),Q9H2K2|4tkf
O59010,4x2s,OC(=O)C[C@@H](C(=O)O)[NH3+],-1.2664218011467248,PDBBIND,4x2s,False,O59010|4x2s,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(ASP),O59010|4x2s
P96856,5cxi,O=CNCCSC(=O)[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)C,-1.2664218011467248,PDBBIND,5cxi,False,P96856|5cxi,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(5TW),P96856|5cxi
156,UGYAZGXSMRGKRD-MHZLTWQESA-N,O=C1NC(=C([C@@H](N1)c1ccc(c(c1)C(=O)NCc1nccc2c1cccc2)F)C(=O)Nc1ccc2c(c1)c[nH]n2)C,-1.2664218011467248,PDBBIND,5he1,True,156|UGYAZGXSMRGKRD-MHZLTWQESA-N,,,,,training,,,,validation,0,0.6,docked,training,,,,,,,,desalted,0.0,(ZS2),156|5he1
P21146,5he3,O=C([C@@H]1C(=NC(=O)N[C@H]1c1ccc(c(c1)C(=O)NCCc1c(C)cccc1C)F)C)Nc1ccc2c(c1)c[nH]n2,-1.2664218011467248,PDBBIND,5he3,False,P21146|5he3,training,,,,training,,,,,,,,,,,,training,,,,desalted,0.0,(FF1),P21146|5he3
C0LGR3,5hyx,OC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1C[C@H](C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)N)Cc1nc[nH]c1)CCCNC(N)N)O)Cc1nc[nH]c1)Cc1nc[nH]c1)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)[NH3+])Cc1ccc(cc1)OP(O)(O)O,-1.2664218011467248,PDBBIND,5hyx,False,C0LGR3|5hyx,training,,,,training,,,,training,,,,training,,,,test,0,0.2,PDBBIND,protein,0.0,(13-mer),C0LGR3|5hyx
G0RY29,5ijj,OP(O[C@@H]1[C@H](OP(O)(O)O)[C@H](OP(O)(O)O)[C@H]([C@@H]([C@H]1OP(O)(O)O)OP(O)(O)O)OP(O)(O)O)(O)O,-1.2664218011467248,PDBBIND,5ijj,False,G0RY29|5ijj,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(I6P),G0RY29|5ijj
Q8IKG4,5jaz,O=C(N(O)C)C[C@H](CP(O)(O)O)CCCc1cccc2c1cccc2,-1.2664218011467248,PDBBIND,5jaz,False,Q8IKG4|5jaz,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(LC5),Q8IKG4|5jaz
